,loss,accuracy,val_loss,val_accuracy
0,1.5100047588348389,0.3140243887901306,3.442614793777466,0.0
1,1.3935683965682983,0.33996936678886414,3.4317145347595215,0.0
2,1.3468832969665527,0.3407350778579712,3.5420761108398438,0.0
3,1.3195706605911255,0.3759571313858032,3.6272308826446533,0.0
4,1.3158034086227417,0.3809341490268707,3.58622670173645,0.0
5,1.272878885269165,0.39624807238578796,3.6713664531707764,0.0
6,1.2841423749923706,0.3989280164241791,3.63594126701355,0.0
7,1.2590676546096802,0.41232770681381226,3.7548553943634033,0.0
8,1.249477744102478,0.41615620255470276,3.709223985671997,0.0
9,1.240126371383667,0.42572739720344543,3.804201602935791,0.0
10,1.2071524858474731,0.447932630777359,3.941194534301758,0.0
11,1.227960467338562,0.43606433272361755,3.8854527473449707,0.0
12,1.2182259559631348,0.44946402311325073,3.850919246673584,0.0007812500116415322
13,1.2117270231246948,0.4475497603416443,3.9504432678222656,0.0
14,1.1921473741531372,0.4486983120441437,3.8127264976501465,0.0015625000232830644
15,1.1894996166229248,0.46439510583877563,3.8643925189971924,0.0015625000232830644
16,1.1669031381607056,0.4804747402667999,3.930616855621338,0.0015625000232830644
17,1.1696784496307373,0.4774119555950165,3.843830108642578,0.004687500186264515
18,1.1541547775268555,0.48315468430519104,3.8626227378845215,0.0054687499068677425
19,1.1413474082946777,0.482388973236084,3.9640471935272217,0.008593750186264515
20,1.1613494157791138,0.47932618856430054,3.88446044921875,0.008593750186264515
21,1.1300411224365234,0.5045942068099976,4.05973482131958,0.0031250000465661287
22,1.1231024265289307,0.5042113065719604,4.049150466918945,0.00937500037252903
23,1.1331173181533813,0.5072740912437439,4.080465316772461,0.007031249813735485
24,1.1085715293884277,0.5202909708023071,4.276174545288086,0.0023437500931322575
25,1.1119256019592285,0.5068912506103516,4.2937726974487305,0.0031250000465661287
26,1.0997354984283447,0.5156967639923096,4.1952033042907715,0.01640624925494194
27,1.086116909980774,0.5183767080307007,4.192065238952637,0.01875000074505806
28,1.0812171697616577,0.5237365961074829,4.141045570373535,0.04453124850988388
29,1.0875388383865356,0.5179938673973083,4.288778781890869,0.02500000037252903
