,loss,accuracy,val_loss,val_accuracy
0,1.7591496706008911,0.21074694395065308,1.598069667816162,0.22812500596046448
1,1.6500169038772583,0.23774884641170502,1.5826548337936401,0.2578125
2,1.6042661666870117,0.2576569616794586,1.5592776536941528,0.27734375
3,1.5896694660186768,0.2882848381996155,1.5379314422607422,0.3148437440395355
4,1.5673905611038208,0.30666157603263855,1.5228255987167358,0.33281248807907104
5,1.5494232177734375,0.3047473132610321,1.517077088356018,0.3343749940395355
6,1.5244778394699097,0.3269525170326233,1.4920334815979004,0.359375
7,1.5193840265274048,0.32120978832244873,1.489858627319336,0.3453125059604645
8,1.5099263191223145,0.3380551338195801,1.4746158123016357,0.36328125
9,1.481845736503601,0.35528331995010376,1.470281720161438,0.3609375059604645
10,1.4740183353424072,0.3591117858886719,1.4673516750335693,0.3617187440395355
11,1.455308437347412,0.3717457950115204,1.4429383277893066,0.38593751192092896
12,1.4428499937057495,0.38591116666793823,1.4497644901275635,0.3734374940395355
13,1.4460844993591309,0.39471668004989624,1.443371057510376,0.37890625
14,1.4384846687316895,0.3977794647216797,1.4438974857330322,0.38203126192092896
15,1.419724941253662,0.3966309428215027,1.421531081199646,0.3851562440395355
16,1.4154444932937622,0.4004594087600708,1.4215753078460693,0.38593751192092896
17,1.402427077293396,0.4104134738445282,1.420404314994812,0.3968749940395355
18,1.376009225845337,0.4241960048675537,1.414884328842163,0.4000000059604645
19,1.3785480260849,0.4241960048675537,1.4077894687652588,0.3968749940395355
20,1.381137490272522,0.42113322019577026,1.4121372699737549,0.39921873807907104
21,1.358121633529663,0.42955589294433594,1.412977933883667,0.39921873807907104
22,1.3534793853759766,0.4379785656929016,1.3955371379852295,0.3968749940395355
23,1.3473758697509766,0.4341500699520111,1.4139668941497803,0.40234375
24,1.3269023895263672,0.44716691970825195,1.40519380569458,0.40625
25,1.3420225381851196,0.44946402311325073,1.3868420124053955,0.4117187559604645
26,1.3133294582366943,0.46707504987716675,1.3765881061553955,0.4195312559604645
27,1.319867730140686,0.44984686374664307,1.3744138479232788,0.41718751192092896
28,1.2929519414901733,0.4812404215335846,1.3847805261611938,0.4203124940395355
29,1.2814407348632812,0.4789433479309082,1.380435585975647,0.4156250059604645
